"digits","algorithm","n_neighbors","metric","sizes","digit","precision","recall","f1_score","support"
0,"auto",50,"euclidean",20,0,"     0.95","    0.97","     0.96",97
1,"auto",50,"euclidean",20,1,"     0.49","    0.95","     0.65",95
2,"auto",50,"euclidean",20,2,"     0.97","    0.69","     0.81",111
3,"auto",50,"euclidean",20,3,"     0.84","    0.89","     0.87",103
4,"auto",50,"euclidean",20,4,"     0.89","    0.76","     0.82",95
5,"auto",50,"euclidean",20,5,"     0.89","    0.85","     0.87",97
6,"auto",50,"euclidean",20,6,"     0.92","    0.87","     0.89",106
7,"auto",50,"euclidean",20,7,"     0.65","    0.76","     0.70",97
8,"auto",50,"euclidean",20,8,"     0.91","    0.69","     0.78",87
9,"auto",50,"euclidean",20,9,"     0.91","    0.63","     0.75",112
0,"ball_tree",50,"euclidean",20,0,"     0.95","    0.97","     0.96",97
1,"ball_tree",50,"euclidean",20,1,"     0.50","    0.96","     0.65",95
2,"ball_tree",50,"euclidean",20,2,"     0.99","    0.69","     0.81",111
3,"ball_tree",50,"euclidean",20,3,"     0.84","    0.89","     0.87",103
4,"ball_tree",50,"euclidean",20,4,"     0.89","    0.76","     0.82",95
5,"ball_tree",50,"euclidean",20,5,"     0.89","    0.85","     0.87",97
6,"ball_tree",50,"euclidean",20,6,"     0.92","    0.87","     0.89",106
7,"ball_tree",50,"euclidean",20,7,"     0.65","    0.76","     0.70",97
8,"ball_tree",50,"euclidean",20,8,"     0.91","    0.69","     0.78",87
9,"ball_tree",50,"euclidean",20,9,"     0.91","    0.64","     0.75",112
0,"kd_tree",50,"euclidean",20,0,"     0.95","    0.97","     0.96",97
1,"kd_tree",50,"euclidean",20,1,"     0.49","    0.95","     0.65",95
2,"kd_tree",50,"euclidean",20,2,"     0.97","    0.69","     0.81",111
3,"kd_tree",50,"euclidean",20,3,"     0.84","    0.89","     0.87",103
4,"kd_tree",50,"euclidean",20,4,"     0.89","    0.76","     0.82",95
5,"kd_tree",50,"euclidean",20,5,"     0.89","    0.85","     0.87",97
6,"kd_tree",50,"euclidean",20,6,"     0.92","    0.87","     0.89",106
7,"kd_tree",50,"euclidean",20,7,"     0.65","    0.76","     0.70",97
8,"kd_tree",50,"euclidean",20,8,"     0.91","    0.69","     0.78",87
9,"kd_tree",50,"euclidean",20,9,"     0.91","    0.63","     0.75",112
0,"brute",50,"euclidean",20,0,"     0.95","    0.97","     0.96",97
1,"brute",50,"euclidean",20,1,"     0.49","    0.95","     0.65",95
2,"brute",50,"euclidean",20,2,"     0.97","    0.69","     0.81",111
3,"brute",50,"euclidean",20,3,"     0.85","    0.90","     0.87",103
4,"brute",50,"euclidean",20,4,"     0.90","    0.76","     0.82",95
5,"brute",50,"euclidean",20,5,"     0.90","    0.85","     0.87",97
6,"brute",50,"euclidean",20,6,"     0.92","    0.87","     0.89",106
7,"brute",50,"euclidean",20,7,"     0.65","    0.77","     0.71",97
8,"brute",50,"euclidean",20,8,"     0.91","    0.69","     0.78",87
9,"brute",50,"euclidean",20,9,"     0.92","    0.62","     0.74",112
0,"auto",1,"manhattan",20,0,"     0.96","    0.97","     0.96",97
1,"auto",1,"manhattan",20,1,"     0.79","    0.98","     0.87",95
2,"auto",1,"manhattan",20,2,"     0.99","    0.91","     0.95",111
3,"auto",1,"manhattan",20,3,"     0.93","    0.94","     0.94",103
4,"auto",1,"manhattan",20,4,"     0.95","    0.87","     0.91",95
5,"auto",1,"manhattan",20,5,"     0.91","    0.93","     0.92",97
6,"auto",1,"manhattan",20,6,"     0.98","    0.92","     0.95",106
7,"auto",1,"manhattan",20,7,"     0.84","    0.90","     0.87",97
8,"auto",1,"manhattan",20,8,"     0.96","    0.86","     0.91",87
9,"auto",1,"manhattan",20,9,"     0.92","    0.90","     0.91",112
0,"ball_tree",1,"manhattan",20,0,"     0.96","    0.97","     0.96",97
1,"ball_tree",1,"manhattan",20,1,"     0.79","    0.98","     0.87",95
2,"ball_tree",1,"manhattan",20,2,"     0.99","    0.91","     0.95",111
3,"ball_tree",1,"manhattan",20,3,"     0.93","    0.94","     0.94",103
4,"ball_tree",1,"manhattan",20,4,"     0.95","    0.87","     0.91",95
5,"ball_tree",1,"manhattan",20,5,"     0.91","    0.93","     0.92",97
6,"ball_tree",1,"manhattan",20,6,"     0.98","    0.92","     0.95",106
7,"ball_tree",1,"manhattan",20,7,"     0.84","    0.90","     0.87",97
8,"ball_tree",1,"manhattan",20,8,"     0.96","    0.86","     0.91",87
9,"ball_tree",1,"manhattan",20,9,"     0.92","    0.90","     0.91",112
0,"kd_tree",1,"manhattan",20,0,"     0.96","    0.97","     0.96",97
1,"kd_tree",1,"manhattan",20,1,"     0.79","    0.98","     0.87",95
2,"kd_tree",1,"manhattan",20,2,"     0.99","    0.91","     0.95",111
3,"kd_tree",1,"manhattan",20,3,"     0.93","    0.94","     0.94",103
4,"kd_tree",1,"manhattan",20,4,"     0.95","    0.87","     0.91",95
5,"kd_tree",1,"manhattan",20,5,"     0.91","    0.93","     0.92",97
6,"kd_tree",1,"manhattan",20,6,"     0.98","    0.92","     0.95",106
7,"kd_tree",1,"manhattan",20,7,"     0.84","    0.90","     0.87",97
8,"kd_tree",1,"manhattan",20,8,"     0.96","    0.86","     0.91",87
9,"kd_tree",1,"manhattan",20,9,"     0.92","    0.90","     0.91",112
0,"brute",1,"manhattan",20,0,"     0.96","    0.97","     0.96",97
1,"brute",1,"manhattan",20,1,"     0.79","    0.98","     0.87",95
2,"brute",1,"manhattan",20,2,"     0.99","    0.91","     0.95",111
3,"brute",1,"manhattan",20,3,"     0.93","    0.94","     0.94",103
4,"brute",1,"manhattan",20,4,"     0.95","    0.87","     0.91",95
5,"brute",1,"manhattan",20,5,"     0.91","    0.93","     0.92",97
6,"brute",1,"manhattan",20,6,"     0.98","    0.92","     0.95",106
7,"brute",1,"manhattan",20,7,"     0.84","    0.90","     0.87",97
8,"brute",1,"manhattan",20,8,"     0.96","    0.86","     0.91",87
9,"brute",1,"manhattan",20,9,"     0.92","    0.90","     0.91",112
0,"auto",5,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"auto",5,"manhattan",20,1,"     0.69","    0.99","     0.81",95
2,"auto",5,"manhattan",20,2,"     0.98","    0.89","     0.93",111
3,"auto",5,"manhattan",20,3,"     0.92","    0.92","     0.92",103
4,"auto",5,"manhattan",20,4,"     0.95","    0.88","     0.92",95
5,"auto",5,"manhattan",20,5,"     0.97","    0.92","     0.94",97
6,"auto",5,"manhattan",20,6,"     0.98","    0.94","     0.96",106
7,"auto",5,"manhattan",20,7,"     0.85","    0.87","     0.86",97
8,"auto",5,"manhattan",20,8,"     0.96","    0.87","     0.92",87
9,"auto",5,"manhattan",20,9,"     0.96","    0.88","     0.92",112
0,"ball_tree",5,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"ball_tree",5,"manhattan",20,1,"     0.69","    0.99","     0.81",95
2,"ball_tree",5,"manhattan",20,2,"     0.98","    0.89","     0.93",111
3,"ball_tree",5,"manhattan",20,3,"     0.92","    0.92","     0.92",103
4,"ball_tree",5,"manhattan",20,4,"     0.95","    0.88","     0.92",95
5,"ball_tree",5,"manhattan",20,5,"     0.97","    0.92","     0.94",97
6,"ball_tree",5,"manhattan",20,6,"     0.98","    0.94","     0.96",106
7,"ball_tree",5,"manhattan",20,7,"     0.85","    0.87","     0.86",97
8,"ball_tree",5,"manhattan",20,8,"     0.96","    0.87","     0.92",87
9,"ball_tree",5,"manhattan",20,9,"     0.96","    0.88","     0.92",112
0,"kd_tree",5,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"kd_tree",5,"manhattan",20,1,"     0.69","    0.99","     0.81",95
2,"kd_tree",5,"manhattan",20,2,"     0.98","    0.89","     0.93",111
3,"kd_tree",5,"manhattan",20,3,"     0.92","    0.92","     0.92",103
4,"kd_tree",5,"manhattan",20,4,"     0.95","    0.88","     0.92",95
5,"kd_tree",5,"manhattan",20,5,"     0.97","    0.92","     0.94",97
6,"kd_tree",5,"manhattan",20,6,"     0.98","    0.94","     0.96",106
7,"kd_tree",5,"manhattan",20,7,"     0.85","    0.87","     0.86",97
8,"kd_tree",5,"manhattan",20,8,"     0.96","    0.87","     0.92",87
9,"kd_tree",5,"manhattan",20,9,"     0.96","    0.88","     0.92",112
0,"brute",5,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"brute",5,"manhattan",20,1,"     0.69","    0.99","     0.81",95
2,"brute",5,"manhattan",20,2,"     0.99","    0.89","     0.94",111
3,"brute",5,"manhattan",20,3,"     0.92","    0.93","     0.93",103
4,"brute",5,"manhattan",20,4,"     0.95","    0.87","     0.91",95
5,"brute",5,"manhattan",20,5,"     0.97","    0.92","     0.94",97
6,"brute",5,"manhattan",20,6,"     0.97","    0.94","     0.96",106
7,"brute",5,"manhattan",20,7,"     0.84","    0.87","     0.85",97
8,"brute",5,"manhattan",20,8,"     0.97","    0.87","     0.92",87
9,"brute",5,"manhattan",20,9,"     0.96","    0.88","     0.92",112
0,"auto",10,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"auto",10,"manhattan",20,1,"     0.68","    1.00","     0.81",95
2,"auto",10,"manhattan",20,2,"     0.98","    0.86","     0.92",111
3,"auto",10,"manhattan",20,3,"     0.91","    0.94","     0.92",103
4,"auto",10,"manhattan",20,4,"     0.94","    0.82","     0.88",95
5,"auto",10,"manhattan",20,5,"     0.94","    0.92","     0.93",97
6,"auto",10,"manhattan",20,6,"     0.96","    0.92","     0.94",106
7,"auto",10,"manhattan",20,7,"     0.76","    0.84","     0.79",97
8,"auto",10,"manhattan",20,8,"     0.99","    0.82","     0.89",87
9,"auto",10,"manhattan",20,9,"     0.90","    0.79","     0.84",112
0,"ball_tree",10,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"ball_tree",10,"manhattan",20,1,"     0.68","    1.00","     0.81",95
2,"ball_tree",10,"manhattan",20,2,"     0.98","    0.86","     0.92",111
3,"ball_tree",10,"manhattan",20,3,"     0.91","    0.94","     0.92",103
4,"ball_tree",10,"manhattan",20,4,"     0.94","    0.82","     0.88",95
5,"ball_tree",10,"manhattan",20,5,"     0.94","    0.92","     0.93",97
6,"ball_tree",10,"manhattan",20,6,"     0.96","    0.92","     0.94",106
7,"ball_tree",10,"manhattan",20,7,"     0.76","    0.85","     0.80",97
8,"ball_tree",10,"manhattan",20,8,"     0.99","    0.82","     0.89",87
9,"ball_tree",10,"manhattan",20,9,"     0.90","    0.79","     0.84",112
0,"kd_tree",10,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"kd_tree",10,"manhattan",20,1,"     0.68","    1.00","     0.81",95
2,"kd_tree",10,"manhattan",20,2,"     0.98","    0.86","     0.92",111
3,"kd_tree",10,"manhattan",20,3,"     0.91","    0.94","     0.92",103
4,"kd_tree",10,"manhattan",20,4,"     0.94","    0.82","     0.88",95
5,"kd_tree",10,"manhattan",20,5,"     0.94","    0.92","     0.93",97
6,"kd_tree",10,"manhattan",20,6,"     0.96","    0.92","     0.94",106
7,"kd_tree",10,"manhattan",20,7,"     0.76","    0.84","     0.79",97
8,"kd_tree",10,"manhattan",20,8,"     0.99","    0.82","     0.89",87
9,"kd_tree",10,"manhattan",20,9,"     0.90","    0.79","     0.84",112
0,"brute",10,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"brute",10,"manhattan",20,1,"     0.68","    1.00","     0.81",95
2,"brute",10,"manhattan",20,2,"     0.99","    0.86","     0.92",111
3,"brute",10,"manhattan",20,3,"     0.91","    0.95","     0.93",103
4,"brute",10,"manhattan",20,4,"     0.94","    0.82","     0.88",95
5,"brute",10,"manhattan",20,5,"     0.94","    0.92","     0.93",97
6,"brute",10,"manhattan",20,6,"     0.96","    0.92","     0.94",106
7,"brute",10,"manhattan",20,7,"     0.77","    0.85","     0.80",97
8,"brute",10,"manhattan",20,8,"     0.99","    0.80","     0.89",87
9,"brute",10,"manhattan",20,9,"     0.90","    0.79","     0.84",112
0,"auto",20,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"auto",20,"manhattan",20,1,"     0.59","    1.00","     0.75",95
2,"auto",20,"manhattan",20,2,"     0.97","    0.79","     0.87",111
3,"auto",20,"manhattan",20,3,"     0.90","    0.92","     0.91",103
4,"auto",20,"manhattan",20,4,"     0.91","    0.81","     0.86",95
5,"auto",20,"manhattan",20,5,"     0.96","    0.89","     0.92",97
6,"auto",20,"manhattan",20,6,"     0.96","    0.89","     0.92",106
7,"auto",20,"manhattan",20,7,"     0.72","    0.80","     0.76",97
8,"auto",20,"manhattan",20,8,"     0.96","    0.78","     0.86",87
9,"auto",20,"manhattan",20,9,"     0.89","    0.75","     0.82",112
0,"ball_tree",20,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"ball_tree",20,"manhattan",20,1,"     0.59","    1.00","     0.75",95
2,"ball_tree",20,"manhattan",20,2,"     0.97","    0.79","     0.87",111
3,"ball_tree",20,"manhattan",20,3,"     0.90","    0.92","     0.91",103
4,"ball_tree",20,"manhattan",20,4,"     0.91","    0.81","     0.86",95
5,"ball_tree",20,"manhattan",20,5,"     0.96","    0.89","     0.92",97
6,"ball_tree",20,"manhattan",20,6,"     0.96","    0.89","     0.92",106
7,"ball_tree",20,"manhattan",20,7,"     0.73","    0.80","     0.76",97
8,"ball_tree",20,"manhattan",20,8,"     0.94","    0.78","     0.86",87
9,"ball_tree",20,"manhattan",20,9,"     0.89","    0.75","     0.82",112
0,"kd_tree",20,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"kd_tree",20,"manhattan",20,1,"     0.59","    1.00","     0.75",95
2,"kd_tree",20,"manhattan",20,2,"     0.97","    0.79","     0.87",111
3,"kd_tree",20,"manhattan",20,3,"     0.90","    0.92","     0.91",103
4,"kd_tree",20,"manhattan",20,4,"     0.91","    0.81","     0.86",95
5,"kd_tree",20,"manhattan",20,5,"     0.96","    0.89","     0.92",97
6,"kd_tree",20,"manhattan",20,6,"     0.96","    0.89","     0.92",106
7,"kd_tree",20,"manhattan",20,7,"     0.72","    0.80","     0.76",97
8,"kd_tree",20,"manhattan",20,8,"     0.96","    0.78","     0.86",87
9,"kd_tree",20,"manhattan",20,9,"     0.89","    0.75","     0.82",112
0,"brute",20,"manhattan",20,0,"     0.97","    0.98","     0.97",97
1,"brute",20,"manhattan",20,1,"     0.59","    1.00","     0.75",95
2,"brute",20,"manhattan",20,2,"     0.97","    0.79","     0.87",111
3,"brute",20,"manhattan",20,3,"     0.90","    0.92","     0.91",103
4,"brute",20,"manhattan",20,4,"     0.91","    0.81","     0.86",95
5,"brute",20,"manhattan",20,5,"     0.96","    0.90","     0.93",97
6,"brute",20,"manhattan",20,6,"     0.96","    0.89","     0.92",106
7,"brute",20,"manhattan",20,7,"     0.75","    0.81","     0.78",97
8,"brute",20,"manhattan",20,8,"     0.94","    0.78","     0.86",87
9,"brute",20,"manhattan",20,9,"     0.90","    0.76","     0.83",112
0,"auto",50,"manhattan",20,0,"     0.95","    0.97","     0.96",97
1,"auto",50,"manhattan",20,1,"     0.49","    0.95","     0.65",95
2,"auto",50,"manhattan",20,2,"     0.97","    0.69","     0.81",111
3,"auto",50,"manhattan",20,3,"     0.84","    0.89","     0.87",103
4,"auto",50,"manhattan",20,4,"     0.89","    0.76","     0.82",95
5,"auto",50,"manhattan",20,5,"     0.89","    0.85","     0.87",97
6,"auto",50,"manhattan",20,6,"     0.92","    0.87","     0.89",106
7,"auto",50,"manhattan",20,7,"     0.65","    0.76","     0.70",97
8,"auto",50,"manhattan",20,8,"     0.91","    0.69","     0.78",87
9,"auto",50,"manhattan",20,9,"     0.91","    0.63","     0.75",112
0,"ball_tree",50,"manhattan",20,0,"     0.95","    0.97","     0.96",97
1,"ball_tree",50,"manhattan",20,1,"     0.50","    0.96","     0.65",95
2,"ball_tree",50,"manhattan",20,2,"     0.99","    0.69","     0.81",111
3,"ball_tree",50,"manhattan",20,3,"     0.84","    0.89","     0.87",103
4,"ball_tree",50,"manhattan",20,4,"     0.89","    0.76","     0.82",95
5,"ball_tree",50,"manhattan",20,5,"     0.89","    0.85","     0.87",97
6,"ball_tree",50,"manhattan",20,6,"     0.92","    0.87","     0.89",106
7,"ball_tree",50,"manhattan",20,7,"     0.65","    0.76","     0.70",97
8,"ball_tree",50,"manhattan",20,8,"     0.91","    0.69","     0.78",87
9,"ball_tree",50,"manhattan",20,9,"     0.91","    0.64","     0.75",112
0,"kd_tree",50,"manhattan",20,0,"     0.95","    0.97","     0.96",97
1,"kd_tree",50,"manhattan",20,1,"     0.49","    0.95","     0.65",95
2,"kd_tree",50,"manhattan",20,2,"     0.97","    0.69","     0.81",111
3,"kd_tree",50,"manhattan",20,3,"     0.84","    0.89","     0.87",103
4,"kd_tree",50,"manhattan",20,4,"     0.89","    0.76","     0.82",95
5,"kd_tree",50,"manhattan",20,5,"     0.89","    0.85","     0.87",97
6,"kd_tree",50,"manhattan",20,6,"     0.92","    0.87","     0.89",106
7,"kd_tree",50,"manhattan",20,7,"     0.65","    0.76","     0.70",97
8,"kd_tree",50,"manhattan",20,8,"     0.91","    0.69","     0.78",87
9,"kd_tree",50,"manhattan",20,9,"     0.91","    0.63","     0.75",112
0,"brute",50,"manhattan",20,0,"     0.95","    0.97","     0.96",97
1,"brute",50,"manhattan",20,1,"     0.49","    0.95","     0.65",95
2,"brute",50,"manhattan",20,2,"     0.97","    0.69","     0.81",111
3,"brute",50,"manhattan",20,3,"     0.85","    0.90","     0.87",103
4,"brute",50,"manhattan",20,4,"     0.90","    0.76","     0.82",95
5,"brute",50,"manhattan",20,5,"     0.90","    0.85","     0.87",97
6,"brute",50,"manhattan",20,6,"     0.92","    0.87","     0.89",106
7,"brute",50,"manhattan",20,7,"     0.65","    0.77","     0.71",97
8,"brute",50,"manhattan",20,8,"     0.91","    0.69","     0.78",87
9,"brute",50,"manhattan",20,9,"     0.92","    0.62","     0.74",112
0,"auto",1,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"auto",1,"chebyshev",30,1,"     0.00","    0.00","     0.00",95
2,"auto",1,"chebyshev",30,2,"     0.08","    0.67","     0.15",111
3,"auto",1,"chebyshev",30,3,"     0.00","    0.00","     0.00",103
4,"auto",1,"chebyshev",30,4,"     0.02","    0.01","     0.01",95
5,"auto",1,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"auto",1,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"auto",1,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"auto",1,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"auto",1,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"ball_tree",1,"chebyshev",30,0,"     0.06","    0.01","     0.02",97
1,"ball_tree",1,"chebyshev",30,1,"     0.00","    0.00","     0.00",95
2,"ball_tree",1,"chebyshev",30,2,"     0.08","    0.66","     0.14",111
3,"ball_tree",1,"chebyshev",30,3,"     0.00","    0.00","     0.00",103
4,"ball_tree",1,"chebyshev",30,4,"     0.02","    0.01","     0.01",95
5,"ball_tree",1,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"ball_tree",1,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"ball_tree",1,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"ball_tree",1,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"ball_tree",1,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"kd_tree",1,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"kd_tree",1,"chebyshev",30,1,"     0.00","    0.00","     0.00",95
2,"kd_tree",1,"chebyshev",30,2,"     0.08","    0.67","     0.15",111
3,"kd_tree",1,"chebyshev",30,3,"     0.00","    0.00","     0.00",103
4,"kd_tree",1,"chebyshev",30,4,"     0.02","    0.01","     0.01",95
5,"kd_tree",1,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"kd_tree",1,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"kd_tree",1,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"kd_tree",1,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"kd_tree",1,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"brute",1,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"brute",1,"chebyshev",30,1,"     0.00","    0.00","     0.00",95
2,"brute",1,"chebyshev",30,2,"     0.00","    0.00","     0.00",111
3,"brute",1,"chebyshev",30,3,"     0.00","    0.00","     0.00",103
4,"brute",1,"chebyshev",30,4,"     0.00","    0.00","     0.00",95
5,"brute",1,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"brute",1,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"brute",1,"chebyshev",30,7,"     0.10","    1.00","     0.18",97
8,"brute",1,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"brute",1,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"auto",5,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"auto",5,"chebyshev",30,1,"     1.00","    0.01","     0.02",95
2,"auto",5,"chebyshev",30,2,"     0.06","    0.43","     0.10",111
3,"auto",5,"chebyshev",30,3,"     0.00","    0.00","     0.00",103
4,"auto",5,"chebyshev",30,4,"     0.02","    0.01","     0.01",95
5,"auto",5,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"auto",5,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"auto",5,"chebyshev",30,7,"     0.22","    0.20","     0.21",97
8,"auto",5,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"auto",5,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"ball_tree",5,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"ball_tree",5,"chebyshev",30,1,"     0.00","    0.00","     0.00",95
2,"ball_tree",5,"chebyshev",30,2,"     0.06","    0.44","     0.10",111
3,"ball_tree",5,"chebyshev",30,3,"     0.00","    0.00","     0.00",103
4,"ball_tree",5,"chebyshev",30,4,"     0.02","    0.01","     0.01",95
5,"ball_tree",5,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"ball_tree",5,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"ball_tree",5,"chebyshev",30,7,"     0.22","    0.20","     0.21",97
8,"ball_tree",5,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"ball_tree",5,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"kd_tree",5,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"kd_tree",5,"chebyshev",30,1,"     1.00","    0.01","     0.02",95
2,"kd_tree",5,"chebyshev",30,2,"     0.06","    0.43","     0.10",111
3,"kd_tree",5,"chebyshev",30,3,"     0.00","    0.00","     0.00",103
4,"kd_tree",5,"chebyshev",30,4,"     0.02","    0.01","     0.01",95
5,"kd_tree",5,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"kd_tree",5,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"kd_tree",5,"chebyshev",30,7,"     0.22","    0.20","     0.21",97
8,"kd_tree",5,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"kd_tree",5,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"brute",5,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"brute",5,"chebyshev",30,1,"     0.00","    0.00","     0.00",95
2,"brute",5,"chebyshev",30,2,"     0.00","    0.00","     0.00",111
3,"brute",5,"chebyshev",30,3,"     0.00","    0.00","     0.00",103
4,"brute",5,"chebyshev",30,4,"     0.00","    0.00","     0.00",95
5,"brute",5,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"brute",5,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"brute",5,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"brute",5,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"brute",5,"chebyshev",30,9,"     0.11","    1.00","     0.20",112
0,"auto",10,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"auto",10,"chebyshev",30,1,"     0.12","    0.06","     0.08",95
2,"auto",10,"chebyshev",30,2,"     0.27","    0.03","     0.05",111
3,"auto",10,"chebyshev",30,3,"     0.16","    0.15","     0.15",103
4,"auto",10,"chebyshev",30,4,"     0.11","    0.94","     0.19",95
5,"auto",10,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"auto",10,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"auto",10,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"auto",10,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"auto",10,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"ball_tree",10,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"ball_tree",10,"chebyshev",30,1,"     0.11","    0.05","     0.07",95
2,"ball_tree",10,"chebyshev",30,2,"     0.28","    0.05","     0.08",111
3,"ball_tree",10,"chebyshev",30,3,"     0.17","    0.15","     0.16",103
4,"ball_tree",10,"chebyshev",30,4,"     0.11","    0.94","     0.20",95
5,"ball_tree",10,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"ball_tree",10,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"ball_tree",10,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"ball_tree",10,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"ball_tree",10,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"kd_tree",10,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"kd_tree",10,"chebyshev",30,1,"     0.12","    0.06","     0.08",95
2,"kd_tree",10,"chebyshev",30,2,"     0.27","    0.03","     0.05",111
3,"kd_tree",10,"chebyshev",30,3,"     0.16","    0.15","     0.15",103
4,"kd_tree",10,"chebyshev",30,4,"     0.11","    0.94","     0.19",95
5,"kd_tree",10,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"kd_tree",10,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"kd_tree",10,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"kd_tree",10,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"kd_tree",10,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"brute",10,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"brute",10,"chebyshev",30,1,"     0.00","    0.00","     0.00",95
2,"brute",10,"chebyshev",30,2,"     0.00","    0.00","     0.00",111
3,"brute",10,"chebyshev",30,3,"     0.10","    1.00","     0.19",103
4,"brute",10,"chebyshev",30,4,"     0.00","    0.00","     0.00",95
5,"brute",10,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"brute",10,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"brute",10,"chebyshev",30,7,"     0.00","    0.00","     0.00",97
8,"brute",10,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
9,"brute",10,"chebyshev",30,9,"     0.00","    0.00","     0.00",112
0,"auto",20,"chebyshev",30,0,"     0.00","    0.00","     0.00",97
1,"auto",20,"chebyshev",30,1,"     1.00","    0.01","     0.02",95
2,"auto",20,"chebyshev",30,2,"     0.33","    0.30","     0.31",111
3,"auto",20,"chebyshev",30,3,"     0.10","    0.78","     0.17",103
4,"auto",20,"chebyshev",30,4,"     0.00","    0.00","     0.00",95
5,"auto",20,"chebyshev",30,5,"     0.00","    0.00","     0.00",97
6,"auto",20,"chebyshev",30,6,"     0.00","    0.00","     0.00",106
7,"auto",20,"chebyshev",30,7,"     0.43","    0.03","     0.06",97
8,"auto",20,"chebyshev",30,8,"     0.00","    0.00","     0.00",87
