"digits","algorithm","n_neighbors","metric","sizes","digit","precision","recall","f1_score","support"
7,"brute",1,"euclidean",40,7,"     0.86","    0.91","     0.88",97
8,"brute",1,"euclidean",40,8,"     0.97","    0.84","     0.90",86
9,"brute",1,"euclidean",40,9,"     0.92","    0.92","     0.92",111
0,"auto",5,"euclidean",40,0,"     0.95","    0.98","     0.96",97
1,"auto",5,"euclidean",40,1,"     0.71","    0.99","     0.83",95
2,"auto",5,"euclidean",40,2,"     0.99","    0.89","     0.94",111
3,"auto",5,"euclidean",40,3,"     0.88","    0.95","     0.92",103
4,"auto",5,"euclidean",40,4,"     0.93","    0.86","     0.90",95
5,"auto",5,"euclidean",40,5,"     0.96","    0.91","     0.93",94
6,"auto",5,"euclidean",40,6,"     0.97","    0.94","     0.96",109
7,"auto",5,"euclidean",40,7,"     0.88","    0.89","     0.88",97
8,"auto",5,"euclidean",40,8,"     0.97","    0.80","     0.88",86
9,"auto",5,"euclidean",40,9,"     0.97","    0.89","     0.93",111
0,"ball_tree",5,"euclidean",40,0,"     0.95","    0.98","     0.96",97
1,"ball_tree",5,"euclidean",40,1,"     0.71","    0.99","     0.83",95
2,"ball_tree",5,"euclidean",40,2,"     0.99","    0.89","     0.94",111
3,"ball_tree",5,"euclidean",40,3,"     0.88","    0.95","     0.92",103
4,"ball_tree",5,"euclidean",40,4,"     0.93","    0.86","     0.90",95
5,"ball_tree",5,"euclidean",40,5,"     0.96","    0.91","     0.93",94
6,"ball_tree",5,"euclidean",40,6,"     0.97","    0.94","     0.96",109
7,"ball_tree",5,"euclidean",40,7,"     0.89","    0.89","     0.89",97
8,"ball_tree",5,"euclidean",40,8,"     0.97","    0.81","     0.89",86
9,"ball_tree",5,"euclidean",40,9,"     0.97","    0.89","     0.93",111
0,"kd_tree",5,"euclidean",40,0,"     0.95","    0.98","     0.96",97
1,"kd_tree",5,"euclidean",40,1,"     0.71","    0.99","     0.83",95
2,"kd_tree",5,"euclidean",40,2,"     0.99","    0.89","     0.94",111
3,"kd_tree",5,"euclidean",40,3,"     0.88","    0.95","     0.92",103
4,"kd_tree",5,"euclidean",40,4,"     0.93","    0.86","     0.90",95
5,"kd_tree",5,"euclidean",40,5,"     0.96","    0.91","     0.93",94
6,"kd_tree",5,"euclidean",40,6,"     0.97","    0.94","     0.96",109
7,"kd_tree",5,"euclidean",40,7,"     0.88","    0.89","     0.88",97
8,"kd_tree",5,"euclidean",40,8,"     0.97","    0.80","     0.88",86
9,"kd_tree",5,"euclidean",40,9,"     0.97","    0.89","     0.93",111
0,"brute",5,"euclidean",40,0,"     0.95","    0.98","     0.96",97
1,"brute",5,"euclidean",40,1,"     0.71","    0.99","     0.83",95
2,"brute",5,"euclidean",40,2,"     0.99","    0.89","     0.94",111
3,"brute",5,"euclidean",40,3,"     0.88","    0.95","     0.92",103
4,"brute",5,"euclidean",40,4,"     0.93","    0.86","     0.90",95
5,"brute",5,"euclidean",40,5,"     0.96","    0.90","     0.93",94
6,"brute",5,"euclidean",40,6,"     0.97","    0.94","     0.96",109
7,"brute",5,"euclidean",40,7,"     0.88","    0.89","     0.88",97
8,"brute",5,"euclidean",40,8,"     0.97","    0.83","     0.89",86
9,"brute",5,"euclidean",40,9,"     0.97","    0.88","     0.92",111
0,"auto",10,"euclidean",40,0,"     0.93","    0.98","     0.95",97
1,"auto",10,"euclidean",40,1,"     0.69","    0.99","     0.81",95
2,"auto",10,"euclidean",40,2,"     0.99","    0.85","     0.91",111
3,"auto",10,"euclidean",40,3,"     0.88","    0.94","     0.91",103
4,"auto",10,"euclidean",40,4,"     0.94","    0.84","     0.89",95
5,"auto",10,"euclidean",40,5,"     0.96","    0.90","     0.93",94
6,"auto",10,"euclidean",40,6,"     0.96","    0.96","     0.96",109
7,"auto",10,"euclidean",40,7,"     0.77","    0.89","     0.82",97
8,"auto",10,"euclidean",40,8,"     0.97","    0.74","     0.84",86
9,"auto",10,"euclidean",40,9,"     0.96","    0.80","     0.87",111
0,"ball_tree",10,"euclidean",40,0,"     0.93","    0.98","     0.95",97
1,"ball_tree",10,"euclidean",40,1,"     0.69","    0.99","     0.81",95
2,"ball_tree",10,"euclidean",40,2,"     0.99","    0.85","     0.91",111
3,"ball_tree",10,"euclidean",40,3,"     0.88","    0.94","     0.91",103
4,"ball_tree",10,"euclidean",40,4,"     0.94","    0.84","     0.89",95
5,"ball_tree",10,"euclidean",40,5,"     0.96","    0.90","     0.93",94
6,"ball_tree",10,"euclidean",40,6,"     0.96","    0.96","     0.96",109
7,"ball_tree",10,"euclidean",40,7,"     0.77","    0.90","     0.83",97
8,"ball_tree",10,"euclidean",40,8,"     0.97","    0.74","     0.84",86
9,"ball_tree",10,"euclidean",40,9,"     0.96","    0.80","     0.87",111
0,"kd_tree",10,"euclidean",40,0,"     0.93","    0.98","     0.95",97
1,"kd_tree",10,"euclidean",40,1,"     0.69","    0.99","     0.81",95
2,"kd_tree",10,"euclidean",40,2,"     0.99","    0.85","     0.91",111
3,"kd_tree",10,"euclidean",40,3,"     0.88","    0.94","     0.91",103
4,"kd_tree",10,"euclidean",40,4,"     0.94","    0.84","     0.89",95
5,"kd_tree",10,"euclidean",40,5,"     0.96","    0.90","     0.93",94
6,"kd_tree",10,"euclidean",40,6,"     0.96","    0.96","     0.96",109
7,"kd_tree",10,"euclidean",40,7,"     0.77","    0.89","     0.82",97
8,"kd_tree",10,"euclidean",40,8,"     0.97","    0.74","     0.84",86
9,"kd_tree",10,"euclidean",40,9,"     0.96","    0.80","     0.87",111
0,"brute",10,"euclidean",40,0,"     0.93","    0.98","     0.95",97
1,"brute",10,"euclidean",40,1,"     0.69","    0.99","     0.81",95
2,"brute",10,"euclidean",40,2,"     0.99","    0.85","     0.91",111
3,"brute",10,"euclidean",40,3,"     0.88","    0.94","     0.91",103
4,"brute",10,"euclidean",40,4,"     0.94","    0.84","     0.89",95
5,"brute",10,"euclidean",40,5,"     0.96","    0.90","     0.93",94
6,"brute",10,"euclidean",40,6,"     0.96","    0.96","     0.96",109
7,"brute",10,"euclidean",40,7,"     0.77","    0.89","     0.82",97
8,"brute",10,"euclidean",40,8,"     0.97","    0.74","     0.84",86
9,"brute",10,"euclidean",40,9,"     0.96","    0.80","     0.87",111
0,"auto",20,"euclidean",40,0,"     0.90","    0.97","     0.94",97
1,"auto",20,"euclidean",40,1,"     0.63","    0.98","     0.77",95
2,"auto",20,"euclidean",40,2,"     0.99","    0.80","     0.89",111
3,"auto",20,"euclidean",40,3,"     0.88","    0.93","     0.91",103
4,"auto",20,"euclidean",40,4,"     0.93","    0.81","     0.87",95
5,"auto",20,"euclidean",40,5,"     0.93","    0.89","     0.91",94
6,"auto",20,"euclidean",40,6,"     0.94","    0.92","     0.93",109
7,"auto",20,"euclidean",40,7,"     0.75","    0.88","     0.81",97
8,"auto",20,"euclidean",40,8,"     0.98","    0.72","     0.83",86
9,"auto",20,"euclidean",40,9,"     0.91","    0.76","     0.83",111
0,"ball_tree",20,"euclidean",40,0,"     0.90","    0.97","     0.94",97
1,"ball_tree",20,"euclidean",40,1,"     0.63","    0.98","     0.77",95
2,"ball_tree",20,"euclidean",40,2,"     0.99","    0.80","     0.89",111
3,"ball_tree",20,"euclidean",40,3,"     0.88","    0.93","     0.91",103
4,"ball_tree",20,"euclidean",40,4,"     0.93","    0.81","     0.87",95
5,"ball_tree",20,"euclidean",40,5,"     0.93","    0.89","     0.91",94
6,"ball_tree",20,"euclidean",40,6,"     0.94","    0.92","     0.93",109
7,"ball_tree",20,"euclidean",40,7,"     0.75","    0.88","     0.81",97
8,"ball_tree",20,"euclidean",40,8,"     0.98","    0.72","     0.83",86
9,"ball_tree",20,"euclidean",40,9,"     0.91","    0.76","     0.83",111
0,"kd_tree",20,"euclidean",40,0,"     0.90","    0.97","     0.94",97
1,"kd_tree",20,"euclidean",40,1,"     0.63","    0.98","     0.77",95
2,"kd_tree",20,"euclidean",40,2,"     0.99","    0.80","     0.89",111
3,"kd_tree",20,"euclidean",40,3,"     0.88","    0.93","     0.91",103
4,"kd_tree",20,"euclidean",40,4,"     0.93","    0.81","     0.87",95
5,"kd_tree",20,"euclidean",40,5,"     0.93","    0.89","     0.91",94
6,"kd_tree",20,"euclidean",40,6,"     0.94","    0.92","     0.93",109
7,"kd_tree",20,"euclidean",40,7,"     0.75","    0.88","     0.81",97
8,"kd_tree",20,"euclidean",40,8,"     0.98","    0.72","     0.83",86
9,"kd_tree",20,"euclidean",40,9,"     0.91","    0.76","     0.83",111
0,"brute",20,"euclidean",40,0,"     0.90","    0.97","     0.94",97
1,"brute",20,"euclidean",40,1,"     0.63","    0.98","     0.77",95
2,"brute",20,"euclidean",40,2,"     0.99","    0.80","     0.89",111
3,"brute",20,"euclidean",40,3,"     0.88","    0.93","     0.91",103
4,"brute",20,"euclidean",40,4,"     0.92","    0.81","     0.86",95
5,"brute",20,"euclidean",40,5,"     0.93","    0.89","     0.91",94
6,"brute",20,"euclidean",40,6,"     0.94","    0.92","     0.93",109
7,"brute",20,"euclidean",40,7,"     0.75","    0.88","     0.81",97
8,"brute",20,"euclidean",40,8,"     0.98","    0.72","     0.83",86
9,"brute",20,"euclidean",40,9,"     0.91","    0.75","     0.82",111
0,"auto",50,"euclidean",40,0,"     0.86","    0.96","     0.91",97
1,"auto",50,"euclidean",40,1,"     0.49","    0.95","     0.65",95
2,"auto",50,"euclidean",40,2,"     0.95","    0.67","     0.78",111
3,"auto",50,"euclidean",40,3,"     0.85","    0.91","     0.88",103
4,"auto",50,"euclidean",40,4,"     0.87","    0.78","     0.82",95
5,"auto",50,"euclidean",40,5,"     0.92","    0.85","     0.88",94
6,"auto",50,"euclidean",40,6,"     0.95","    0.88","     0.91",109
7,"auto",50,"euclidean",40,7,"     0.70","    0.74","     0.72",97
8,"auto",50,"euclidean",40,8,"     0.92","    0.64","     0.75",86
9,"auto",50,"euclidean",40,9,"     0.94","    0.71","     0.81",111
0,"ball_tree",50,"euclidean",40,0,"     0.86","    0.96","     0.91",97
1,"ball_tree",50,"euclidean",40,1,"     0.50","    0.95","     0.65",95
2,"ball_tree",50,"euclidean",40,2,"     0.95","    0.67","     0.78",111
3,"ball_tree",50,"euclidean",40,3,"     0.85","    0.91","     0.88",103
4,"ball_tree",50,"euclidean",40,4,"     0.86","    0.78","     0.82",95
5,"ball_tree",50,"euclidean",40,5,"     0.92","    0.85","     0.88",94
6,"ball_tree",50,"euclidean",40,6,"     0.95","    0.88","     0.91",109
7,"ball_tree",50,"euclidean",40,7,"     0.70","    0.74","     0.72",97
8,"ball_tree",50,"euclidean",40,8,"     0.92","    0.64","     0.75",86
9,"ball_tree",50,"euclidean",40,9,"     0.94","    0.71","     0.81",111
0,"kd_tree",50,"euclidean",40,0,"     0.86","    0.96","     0.91",97
1,"kd_tree",50,"euclidean",40,1,"     0.49","    0.95","     0.65",95
2,"kd_tree",50,"euclidean",40,2,"     0.95","    0.67","     0.78",111
3,"kd_tree",50,"euclidean",40,3,"     0.85","    0.91","     0.88",103
4,"kd_tree",50,"euclidean",40,4,"     0.87","    0.78","     0.82",95
5,"kd_tree",50,"euclidean",40,5,"     0.92","    0.85","     0.88",94
6,"kd_tree",50,"euclidean",40,6,"     0.95","    0.88","     0.91",109
7,"kd_tree",50,"euclidean",40,7,"     0.70","    0.74","     0.72",97
8,"kd_tree",50,"euclidean",40,8,"     0.92","    0.64","     0.75",86
9,"kd_tree",50,"euclidean",40,9,"     0.94","    0.71","     0.81",111
0,"brute",50,"euclidean",40,0,"     0.86","    0.96","     0.91",97
1,"brute",50,"euclidean",40,1,"     0.50","    0.95","     0.65",95
2,"brute",50,"euclidean",40,2,"     0.95","    0.67","     0.78",111
3,"brute",50,"euclidean",40,3,"     0.85","    0.90","     0.88",103
4,"brute",50,"euclidean",40,4,"     0.86","    0.78","     0.82",95
5,"brute",50,"euclidean",40,5,"     0.91","    0.85","     0.88",94
6,"brute",50,"euclidean",40,6,"     0.95","    0.88","     0.91",109
7,"brute",50,"euclidean",40,7,"     0.70","    0.74","     0.72",97
8,"brute",50,"euclidean",40,8,"     0.92","    0.64","     0.75",86
9,"brute",50,"euclidean",40,9,"     0.94","    0.71","     0.81",111
0,"auto",1,"manhattan",40,0,"     0.95","    0.96","     0.95",97
1,"auto",1,"manhattan",40,1,"     0.79","    0.98","     0.88",95
2,"auto",1,"manhattan",40,2,"     0.99","    0.90","     0.94",111
3,"auto",1,"manhattan",40,3,"     0.89","    0.97","     0.93",103
4,"auto",1,"manhattan",40,4,"     0.95","    0.84","     0.89",95
5,"auto",1,"manhattan",40,5,"     0.93","    0.89","     0.91",94
6,"auto",1,"manhattan",40,6,"     0.95","    0.95","     0.95",109
7,"auto",1,"manhattan",40,7,"     0.86","    0.91","     0.88",97
8,"auto",1,"manhattan",40,8,"     0.97","    0.84","     0.90",86
9,"auto",1,"manhattan",40,9,"     0.92","    0.92","     0.92",111
0,"ball_tree",1,"manhattan",40,0,"     0.95","    0.96","     0.95",97
1,"ball_tree",1,"manhattan",40,1,"     0.79","    0.98","     0.88",95
2,"ball_tree",1,"manhattan",40,2,"     0.99","    0.90","     0.94",111
3,"ball_tree",1,"manhattan",40,3,"     0.89","    0.97","     0.93",103
4,"ball_tree",1,"manhattan",40,4,"     0.95","    0.84","     0.89",95
5,"ball_tree",1,"manhattan",40,5,"     0.93","    0.89","     0.91",94
6,"ball_tree",1,"manhattan",40,6,"     0.95","    0.95","     0.95",109
7,"ball_tree",1,"manhattan",40,7,"     0.86","    0.91","     0.88",97
8,"ball_tree",1,"manhattan",40,8,"     0.97","    0.84","     0.90",86
9,"ball_tree",1,"manhattan",40,9,"     0.92","    0.92","     0.92",111
0,"kd_tree",1,"manhattan",40,0,"     0.95","    0.96","     0.95",97
1,"kd_tree",1,"manhattan",40,1,"     0.79","    0.98","     0.88",95
2,"kd_tree",1,"manhattan",40,2,"     0.99","    0.90","     0.94",111
3,"kd_tree",1,"manhattan",40,3,"     0.89","    0.97","     0.93",103
4,"kd_tree",1,"manhattan",40,4,"     0.95","    0.84","     0.89",95
5,"kd_tree",1,"manhattan",40,5,"     0.93","    0.89","     0.91",94
6,"kd_tree",1,"manhattan",40,6,"     0.95","    0.95","     0.95",109
7,"kd_tree",1,"manhattan",40,7,"     0.86","    0.91","     0.88",97
8,"kd_tree",1,"manhattan",40,8,"     0.97","    0.84","     0.90",86
9,"kd_tree",1,"manhattan",40,9,"     0.92","    0.92","     0.92",111
0,"brute",1,"manhattan",40,0,"     0.95","    0.96","     0.95",97
1,"brute",1,"manhattan",40,1,"     0.79","    0.98","     0.88",95
2,"brute",1,"manhattan",40,2,"     0.99","    0.90","     0.94",111
3,"brute",1,"manhattan",40,3,"     0.89","    0.97","     0.93",103
4,"brute",1,"manhattan",40,4,"     0.95","    0.84","     0.89",95
5,"brute",1,"manhattan",40,5,"     0.93","    0.89","     0.91",94
6,"brute",1,"manhattan",40,6,"     0.95","    0.95","     0.95",109
7,"brute",1,"manhattan",40,7,"     0.86","    0.91","     0.88",97
8,"brute",1,"manhattan",40,8,"     0.97","    0.84","     0.90",86
9,"brute",1,"manhattan",40,9,"     0.92","    0.92","     0.92",111
0,"auto",5,"manhattan",40,0,"     0.95","    0.98","     0.96",97
1,"auto",5,"manhattan",40,1,"     0.71","    0.99","     0.83",95
2,"auto",5,"manhattan",40,2,"     0.99","    0.89","     0.94",111
3,"auto",5,"manhattan",40,3,"     0.88","    0.95","     0.92",103
4,"auto",5,"manhattan",40,4,"     0.93","    0.86","     0.90",95
5,"auto",5,"manhattan",40,5,"     0.96","    0.91","     0.93",94
6,"auto",5,"manhattan",40,6,"     0.97","    0.94","     0.96",109
7,"auto",5,"manhattan",40,7,"     0.88","    0.89","     0.88",97
8,"auto",5,"manhattan",40,8,"     0.97","    0.80","     0.88",86
9,"auto",5,"manhattan",40,9,"     0.97","    0.89","     0.93",111
0,"ball_tree",5,"manhattan",40,0,"     0.95","    0.98","     0.96",97
1,"ball_tree",5,"manhattan",40,1,"     0.71","    0.99","     0.83",95
2,"ball_tree",5,"manhattan",40,2,"     0.99","    0.89","     0.94",111
3,"ball_tree",5,"manhattan",40,3,"     0.88","    0.95","     0.92",103
4,"ball_tree",5,"manhattan",40,4,"     0.93","    0.86","     0.90",95
5,"ball_tree",5,"manhattan",40,5,"     0.96","    0.91","     0.93",94
6,"ball_tree",5,"manhattan",40,6,"     0.97","    0.94","     0.96",109
7,"ball_tree",5,"manhattan",40,7,"     0.89","    0.89","     0.89",97
8,"ball_tree",5,"manhattan",40,8,"     0.97","    0.81","     0.89",86
9,"ball_tree",5,"manhattan",40,9,"     0.97","    0.89","     0.93",111
0,"kd_tree",5,"manhattan",40,0,"     0.95","    0.98","     0.96",97
1,"kd_tree",5,"manhattan",40,1,"     0.71","    0.99","     0.83",95
2,"kd_tree",5,"manhattan",40,2,"     0.99","    0.89","     0.94",111
3,"kd_tree",5,"manhattan",40,3,"     0.88","    0.95","     0.92",103
4,"kd_tree",5,"manhattan",40,4,"     0.93","    0.86","     0.90",95
5,"kd_tree",5,"manhattan",40,5,"     0.96","    0.91","     0.93",94
6,"kd_tree",5,"manhattan",40,6,"     0.97","    0.94","     0.96",109
7,"kd_tree",5,"manhattan",40,7,"     0.88","    0.89","     0.88",97
8,"kd_tree",5,"manhattan",40,8,"     0.97","    0.80","     0.88",86
9,"kd_tree",5,"manhattan",40,9,"     0.97","    0.89","     0.93",111
0,"brute",5,"manhattan",40,0,"     0.95","    0.98","     0.96",97
1,"brute",5,"manhattan",40,1,"     0.71","    0.99","     0.83",95
2,"brute",5,"manhattan",40,2,"     0.99","    0.89","     0.94",111
3,"brute",5,"manhattan",40,3,"     0.88","    0.95","     0.92",103
4,"brute",5,"manhattan",40,4,"     0.93","    0.86","     0.90",95
5,"brute",5,"manhattan",40,5,"     0.96","    0.90","     0.93",94
6,"brute",5,"manhattan",40,6,"     0.97","    0.94","     0.96",109
7,"brute",5,"manhattan",40,7,"     0.88","    0.89","     0.88",97
8,"brute",5,"manhattan",40,8,"     0.97","    0.83","     0.89",86
9,"brute",5,"manhattan",40,9,"     0.97","    0.88","     0.92",111
0,"auto",10,"manhattan",40,0,"     0.93","    0.98","     0.95",97
1,"auto",10,"manhattan",40,1,"     0.69","    0.99","     0.81",95
2,"auto",10,"manhattan",40,2,"     0.99","    0.85","     0.91",111
3,"auto",10,"manhattan",40,3,"     0.88","    0.94","     0.91",103
4,"auto",10,"manhattan",40,4,"     0.94","    0.84","     0.89",95
5,"auto",10,"manhattan",40,5,"     0.96","    0.90","     0.93",94
6,"auto",10,"manhattan",40,6,"     0.96","    0.96","     0.96",109
7,"auto",10,"manhattan",40,7,"     0.77","    0.89","     0.82",97
8,"auto",10,"manhattan",40,8,"     0.97","    0.74","     0.84",86
9,"auto",10,"manhattan",40,9,"     0.96","    0.80","     0.87",111
0,"ball_tree",10,"manhattan",40,0,"     0.93","    0.98","     0.95",97
1,"ball_tree",10,"manhattan",40,1,"     0.69","    0.99","     0.81",95
2,"ball_tree",10,"manhattan",40,2,"     0.99","    0.85","     0.91",111
3,"ball_tree",10,"manhattan",40,3,"     0.88","    0.94","     0.91",103
4,"ball_tree",10,"manhattan",40,4,"     0.94","    0.84","     0.89",95
5,"ball_tree",10,"manhattan",40,5,"     0.96","    0.90","     0.93",94
6,"ball_tree",10,"manhattan",40,6,"     0.96","    0.96","     0.96",109
7,"ball_tree",10,"manhattan",40,7,"     0.77","    0.90","     0.83",97
8,"ball_tree",10,"manhattan",40,8,"     0.97","    0.74","     0.84",86
9,"ball_tree",10,"manhattan",40,9,"     0.96","    0.80","     0.87",111
0,"kd_tree",10,"manhattan",40,0,"     0.93","    0.98","     0.95",97
1,"kd_tree",10,"manhattan",40,1,"     0.69","    0.99","     0.81",95
2,"kd_tree",10,"manhattan",40,2,"     0.99","    0.85","     0.91",111
3,"kd_tree",10,"manhattan",40,3,"     0.88","    0.94","     0.91",103
4,"kd_tree",10,"manhattan",40,4,"     0.94","    0.84","     0.89",95
5,"kd_tree",10,"manhattan",40,5,"     0.96","    0.90","     0.93",94
6,"kd_tree",10,"manhattan",40,6,"     0.96","    0.96","     0.96",109
7,"kd_tree",10,"manhattan",40,7,"     0.77","    0.89","     0.82",97
8,"kd_tree",10,"manhattan",40,8,"     0.97","    0.74","     0.84",86
9,"kd_tree",10,"manhattan",40,9,"     0.96","    0.80","     0.87",111
0,"brute",10,"manhattan",40,0,"     0.93","    0.98","     0.95",97
1,"brute",10,"manhattan",40,1,"     0.69","    0.99","     0.81",95
2,"brute",10,"manhattan",40,2,"     0.99","    0.85","     0.91",111
3,"brute",10,"manhattan",40,3,"     0.88","    0.94","     0.91",103
4,"brute",10,"manhattan",40,4,"     0.94","    0.84","     0.89",95
5,"brute",10,"manhattan",40,5,"     0.96","    0.90","     0.93",94
6,"brute",10,"manhattan",40,6,"     0.96","    0.96","     0.96",109
7,"brute",10,"manhattan",40,7,"     0.77","    0.89","     0.82",97
8,"brute",10,"manhattan",40,8,"     0.97","    0.74","     0.84",86
9,"brute",10,"manhattan",40,9,"     0.96","    0.80","     0.87",111
